id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at
FAC00000186         ;CTR000017      ;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;2024/04/29 00:00:00.000;2024/05/29 00:00:00.000;25,05;20,0;30,06;15,03;278,29;En attente;CLI00190  ;GAZ_0036            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000271         ;CTR000024      ;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;2024/04/29 00:00:00.000;2024/05/29 00:00:00.000;157,12;20,0;188,54;94,27;37,41;Payée     ;CLI00150  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000450         ;CTR000040      ;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;2024/04/29 00:00:00.000;2024/05/29 00:00:00.000;31,2;20,0;37,44;18,72;346,68;Payée     ;CLI00020  ;GAZ_0093            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000988         ;CTR000086      ;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;2024/04/29 00:00:00.000;2024/05/29 00:00:00.000;24,12;20,0;28,94;14,47;267,98;En attente;CLI00172  ;GAZ_0126            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001106         ;CTR000096      ;2024/05/30 00:00:00.000;2024/06/29 00:00:00.000;2024/04/30 00:00:00.000;2024/05/30 00:00:00.000;41,39;20,0;49,67;24,83;459,85;Payée     ;CLI00138  ;GAZ_0045            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001866         ;CTR000162      ;2024/05/30 00:00:00.000;2024/06/29 00:00:00.000;2024/04/30 00:00:00.000;2024/05/30 00:00:00.000;-21,63;20,0;25,96;12,98;240,37;En retard ;CLI00004  ;GAZ_0093            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001043         ;CTR000091      ;2024/05/31 00:00:00.000;2024/06/30 00:00:00.000;2024/05/01 00:00:00.000;2024/05/31 00:00:00.000;257,31;20,0;308,77;154,39;1715,43;Payée     ;CLI00081  ;ELEC_0031           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001531         ;CTR000132      ;2024/06/01 00:00:00.000;2024/07/01 00:00:00.000;2024/05/02 00:00:00.000;2024/06/01 00:00:00.000;151,19;20,0;181,43;90,72;1007,95;Payée     ;CLI00026  ;ELEC_0118           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001460         ;CTR000126      ;2024/06/02 00:00:00.000;2024/07/02 00:00:00.000;2024/05/03 00:00:00.000;2024/06/02 00:00:00.000;36,74;20,0;44,09;22,05;408,27;Payée     ;CLI00199  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000678         ;CTR000060      ;2024/06/03 00:00:00.000;2024/07/03 00:00:00.000;2024/05/04 00:00:00.000;2024/06/03 00:00:00.000;56,89;20,0;68,27;34,14;379,29;Payée     ;CLI00022  ;ELEC_0028           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001904         ;CTR000165      ;2024/06/03 00:00:00.000;2024/07/03 00:00:00.000;2024/05/04 00:00:00.000;2024/06/03 00:00:00.000;16,86;20,0;20,23;10,12;187,33;En attente;CLI00151  ;GAZ_0018            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002032         ;CTR000176      ;2024/06/04 00:00:00.000;2024/07/04 00:00:00.000;2024/05/05 00:00:00.000;2024/06/04 00:00:00.000;31,04;20,0;37,25;18,63;344,91;Payée     ;CLI00182  ;GAZ_0036            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002041         ;CTR000177      ;2024/06/04 00:00:00.000;2024/07/04 00:00:00.000;2024/05/05 00:00:00.000;2024/06/04 00:00:00.000;81,27;20,0;97,52;48,76;19,35;En retard ;CLI00089  ;EAU_0134            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000124         ;CTR000011      ;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;2024/05/06 00:00:00.000;2024/06/05 00:00:00.000;383,25;20,0;459,9;229,95;91,25;Payée     ;CLI00072  ;EAU_0140            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000316         ;CTR000028      ;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;2024/05/06 00:00:00.000;2024/06/05 00:00:00.000;14,68;20,0;17,62;8,81;163,1;Payée     ;CLI00028  ;GAZ_0024            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000823         ;CTR000072      ;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;2024/05/06 00:00:00.000;2024/06/05 00:00:00.000;221,68;20,0;266,02;133,01;52,78;Payée     ;CLI00185  ;EAU_0116            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001545         ;CTR000133      ;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;2024/05/06 00:00:00.000;2024/06/05 00:00:00.000;155,95;20,0;187,14;93,57;37,13;Payée     ;CLI00041  ;EAU_0113            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000308         ;CTR000027      ;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;2024/05/07 00:00:00.000;2024/06/06 00:00:00.000;256,63;20,0;307,96;153,98;1710,89;Payée     ;CLI00163  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000348         ;CTR000031      ;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;2024/05/07 00:00:00.000;2024/06/06 00:00:00.000;34,75;20,0;41,7;20,85;386,1;Payée     ;CLI00048  ;GAZ_0111            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001801         ;CTR000155      ;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;2024/05/07 00:00:00.000;2024/06/06 00:00:00.000;174,33;20,0;209,2;104,6;1162,18;Payée     ;CLI00166  ;ELEC_0022           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000586         ;CTR000051      ;2024/06/07 00:00:00.000;2024/07/07 00:00:00.000;2024/05/08 00:00:00.000;2024/06/07 00:00:00.000;307,1;20,0;368,52;184,26;73,12;En attente;CLI00140  ;EAU_0047            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001072         ;CTR000093      ;2024/06/07 00:00:00.000;2024/07/07 00:00:00.000;2024/05/08 00:00:00.000;2024/06/07 00:00:00.000;182,91;20,0;219,49;109,75;43,55;Payée     ;CLI00037  ;EAU_0131            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000671         ;CTR000059      ;2024/06/08 00:00:00.000;2024/07/08 00:00:00.000;2024/05/09 00:00:00.000;2024/06/08 00:00:00.000;28,11;20,0;33,73;16,87;312,35;Payée     ;CLI00093  ;GAZ_0138            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000769         ;CTR000067      ;2024/06/08 00:00:00.000;2024/07/08 00:00:00.000;2024/05/09 00:00:00.000;2024/06/08 00:00:00.000;299,73;20,0;359,68;179,84;1998,18;Payée     ;CLI00007  ;ELEC_0124           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000996         ;CTR000087      ;2024/06/10 00:00:00.000;2024/07/10 00:00:00.000;2024/05/11 00:00:00.000;2024/06/10 00:00:00.000;11,38;20,0;13,66;6,83;126,47;En retard ;CLI00164  ;GAZ_0081            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000849         ;CTR000074      ;2024/06/13 00:00:00.000;2024/07/13 00:00:00.000;2024/05/14 00:00:00.000;2024/06/13 00:00:00.000;127,0;20,0;152,4;76,2;846,64;En attente;CLI00088  ;ELEC_0028           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001247         ;CTR000108      ;2024/06/13 00:00:00.000;2024/07/13 00:00:00.000;2024/05/14 00:00:00.000;2024/06/13 00:00:00.000;269,6;20,0;323,52;161,76;64,19;En attente;CLI00194  ;EAU_0011            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000950         ;CTR000083      ;2024/06/14 00:00:00.000;2024/07/14 00:00:00.000;2024/05/15 00:00:00.000;2024/06/14 00:00:00.000;389,0;20,0;466,8;233,4;92,62;Payée     ;CLI00181  ;EAU_0017            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001418         ;CTR000122      ;2024/06/14 00:00:00.000;2024/07/14 00:00:00.000;2024/05/15 00:00:00.000;2024/06/14 00:00:00.000;250,57;20,0;300,68;150,34;59,66;Payée     ;CLI00161  ;EAU_0107            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000016         ;CTR000002      ;2024/06/15 00:00:00.000;2024/07/15 00:00:00.000;2024/05/16 00:00:00.000;2024/06/15 00:00:00.000;31,12;20,0;37,34;18,67;345,79;En attente;CLI00021  ;GAZ_0096            ;2026/01/03 22:25:19.000000000;2026/01/03 22:25:19.000000000
FAC00000362         ;CTR000032      ;2024/06/15 00:00:00.000;2024/07/15 00:00:00.000;2024/05/16 00:00:00.000;2024/06/15 00:00:00.000;36,7;20,0;44,04;22,02;407,76;Payée     ;CLI00143  ;GAZ_0132            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001280         ;CTR000110      ;2024/06/15 00:00:00.000;2024/07/15 00:00:00.000;2024/05/16 00:00:00.000;2024/06/15 00:00:00.000;59,22;20,0;71,06;35,53;14,1;Payée     ;CLI00009  ;EAU_0116            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000761         ;CTR000066      ;2024/06/16 00:00:00.000;2024/07/16 00:00:00.000;2024/05/17 00:00:00.000;2024/06/16 00:00:00.000;32,39;20,0;38,87;19,43;359,89;En retard ;CLI00174  ;GAZ_0129            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001183         ;CTR000102      ;2024/06/16 00:00:00.000;2024/07/16 00:00:00.000;2024/05/17 00:00:00.000;2024/06/16 00:00:00.000;32,69;20,0;39,23;19,61;363,18;Payée     ;CLI00114  ;GAZ_0126            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001436         ;CTR000124      ;2024/06/16 00:00:00.000;2024/07/16 00:00:00.000;2024/05/17 00:00:00.000;2024/06/16 00:00:00.000;20,49;20,0;24,59;12,29;227,65;Payée     ;CLI00192  ;GAZ_0072            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001575         ;CTR000136      ;2024/06/16 00:00:00.000;2024/07/16 00:00:00.000;2024/05/17 00:00:00.000;2024/06/16 00:00:00.000;85,55;20,0;102,66;51,33;20,37;Payée     ;CLI00093  ;EAU_0065            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001862         ;CTR000161      ;2024/06/16 00:00:00.000;2024/07/16 00:00:00.000;2024/05/17 00:00:00.000;2024/06/16 00:00:00.000;246,14;20,0;295,37;147,68;1640,92;Payée     ;CLI00153  ;ELEC_0019           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000649         ;CTR000057      ;2024/06/17 00:00:00.000;2024/07/17 00:00:00.000;2024/05/18 00:00:00.000;2024/06/17 00:00:00.000;28,6;20,0;34,32;17,16;317,81;Payée     ;CLI00154  ;GAZ_0123            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001482         ;CTR000128      ;2024/06/17 00:00:00.000;2024/07/17 00:00:00.000;2024/05/18 00:00:00.000;2024/06/17 00:00:00.000;269,26;20,0;323,11;161,56;1795,08;Payée     ;CLI00110  ;ELEC_0055           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001212         ;CTR000105      ;2024/06/18 00:00:00.000;2024/07/18 00:00:00.000;2024/05/19 00:00:00.000;2024/06/18 00:00:00.000;55,99;20,0;67,19;33,59;13,33;Payée     ;CLI00074  ;EAU_0044            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001555         ;CTR000134      ;2024/06/18 00:00:00.000;2024/07/18 00:00:00.000;2024/05/19 00:00:00.000;2024/06/18 00:00:00.000;99,2;20,0;119,04;59,52;661,31;Payée     ;CLI00110  ;ELEC_0052           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000148         ;CTR000013      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;252,97;20,0;303,56;151,78;1686,48;Payée     ;CLI00054  ;ELEC_0037           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000333         ;CTR000029      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;34,98;20,0;41,98;20,99;388,7;Payée     ;CLI00079  ;GAZ_0114            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000818         ;CTR000071      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;300,72;20,0;360,86;180,43;71,6;Payée     ;CLI00090  ;EAU_0122            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000931         ;CTR000081      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;287,62;20,0;345,14;172,57;1917,48;En attente;CLI00110  ;ELEC_0100           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001026         ;CTR000089      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;125,23;20,0;150,28;75,14;834,88;Payée     ;CLI00090  ;ELEC_0091           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001135         ;CTR000098      ;2024/06/19 00:00:00.000;2024/07/19 00:00:00.000;2024/05/20 00:00:00.000;2024/06/19 00:00:00.000;128,02;20,0;153,62;76,81;30,48;Payée     ;CLI00081  ;EAU_0116            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001377         ;CTR000119      ;2024/06/20 00:00:00.000;2024/07/20 00:00:00.000;2024/05/21 00:00:00.000;2024/06/20 00:00:00.000;-86,55;20,0;103,86;51,93;576,98;Payée     ;CLI00180  ;ELEC_0034           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001569         ;CTR000135      ;2024/06/21 00:00:00.000;2024/07/21 00:00:00.000;2024/05/22 00:00:00.000;2024/06/21 00:00:00.000;340,33;20,0;408,4;204,2;81,03;Payée     ;CLI00041  ;EAU_0071            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001739         ;CTR000150      ;2024/06/21 00:00:00.000;2024/07/21 00:00:00.000;2024/05/22 00:00:00.000;2024/06/21 00:00:00.000;115,42;20,0;138,5;69,25;27,48;Payée     ;CLI00043  ;EAU_0113            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001832         ;CTR000158      ;2024/06/21 00:00:00.000;2024/07/21 00:00:00.000;2024/05/22 00:00:00.000;2024/06/21 00:00:00.000;91,48;20,0;109,78;54,89;21,78;En attente;CLI00049  ;EAU_0101            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000392         ;CTR000035      ;2024/06/22 00:00:00.000;2024/07/22 00:00:00.000;2024/05/23 00:00:00.000;2024/06/22 00:00:00.000;155,47;20,0;186,56;93,28;1036,46;Payée     ;CLI00106  ;ELEC_0100           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000544         ;CTR000048      ;2024/06/22 00:00:00.000;2024/07/22 00:00:00.000;2024/05/23 00:00:00.000;2024/06/22 00:00:00.000;25,7;20,0;30,84;15,42;285,56;Payée     ;CLI00148  ;GAZ_0063            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001787         ;CTR000154      ;2024/06/22 00:00:00.000;2024/07/22 00:00:00.000;2024/05/23 00:00:00.000;2024/06/22 00:00:00.000;7,8;20,0;9,36;4,68;86,62;Payée     ;CLI00110  ;GAZ_0081            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000167         ;CTR000015      ;2024/06/23 00:00:00.000;2024/07/23 00:00:00.000;2024/05/24 00:00:00.000;2024/06/23 00:00:00.000;-204,79;20,0;245,75;122,87;1365,27;Payée     ;CLI00146  ;ELEC_0100           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000490         ;CTR000043      ;2024/06/23 00:00:00.000;2024/07/23 00:00:00.000;2024/05/24 00:00:00.000;2024/06/23 00:00:00.000;297,44;20,0;356,93;178,47;70,82;Payée     ;CLI00078  ;EAU_0002            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000698         ;CTR000061      ;2024/06/23 00:00:00.000;2024/07/23 00:00:00.000;2024/05/24 00:00:00.000;2024/06/23 00:00:00.000;9,29;20,0;11,15;5,58;103,27;Payée     ;CLI00166  ;GAZ_0012            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001817         ;CTR000157      ;2024/06/23 00:00:00.000;2024/07/23 00:00:00.000;2024/05/24 00:00:00.000;2024/06/23 00:00:00.000;153,06;20,0;183,67;91,84;1020,41;Payée     ;CLI00053  ;ELEC_0133           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000837         ;CTR000073      ;2024/06/24 00:00:00.000;2024/07/24 00:00:00.000;2024/05/25 00:00:00.000;2024/06/24 00:00:00.000;35,74;20,0;42,89;21,44;397,1;Payée     ;CLI00077  ;GAZ_0012            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001996         ;CTR000173      ;2024/06/24 00:00:00.000;2024/07/24 00:00:00.000;2024/05/25 00:00:00.000;2024/06/24 00:00:00.000;280,36;20,0;336,43;168,21;1869,05;Payée     ;CLI00023  ;ELEC_0112           ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000076         ;CTR000007      ;2024/06/25 00:00:00.000;2024/07/25 00:00:00.000;2024/05/26 00:00:00.000;2024/06/25 00:00:00.000;258,55;20,0;310,26;155,13;1723,67;En attente;CLI00112  ;ELEC_0085           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000625         ;CTR000055      ;2024/06/25 00:00:00.000;2024/07/25 00:00:00.000;2024/05/26 00:00:00.000;2024/06/25 00:00:00.000;271,99;20,0;326,39;163,2;64,76;Payée     ;CLI00078  ;EAU_0062            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001326         ;CTR000114      ;2024/06/25 00:00:00.000;2024/07/25 00:00:00.000;2024/05/26 00:00:00.000;2024/06/25 00:00:00.000;32,29;20,0;38,75;19,38;358,81;Payée     ;CLI00146  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001454         ;CTR000125      ;2024/06/26 00:00:00.000;2024/07/26 00:00:00.000;2024/05/27 00:00:00.000;2024/06/26 00:00:00.000;23,17;20,0;27,8;13,9;257,42;Payée     ;CLI00095  ;GAZ_0117            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001614         ;CTR000140      ;2024/06/27 00:00:00.000;2024/07/27 00:00:00.000;2024/05/28 00:00:00.000;2024/06/27 00:00:00.000;145,74;20,0;174,89;87,44;34,7;Payée     ;CLI00123  ;EAU_0020            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000187         ;CTR000017      ;2024/06/28 00:00:00.000;2024/07/28 00:00:00.000;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;40,0;20,0;48,0;24,0;444,42;Payée     ;CLI00190  ;GAZ_0036            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000272         ;CTR000024      ;2024/06/28 00:00:00.000;2024/07/28 00:00:00.000;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;295,81;20,0;354,97;177,48;70,43;En retard ;CLI00150  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000451         ;CTR000040      ;2024/06/28 00:00:00.000;2024/07/28 00:00:00.000;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;32,82;20,0;39,38;19,69;364,69;Payée     ;CLI00020  ;GAZ_0093            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000989         ;CTR000086      ;2024/06/28 00:00:00.000;2024/07/28 00:00:00.000;2024/05/29 00:00:00.000;2024/06/28 00:00:00.000;42,08;20,0;50,5;25,25;467,55;Payée     ;CLI00172  ;GAZ_0126            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001107         ;CTR000096      ;2024/06/29 00:00:00.000;2024/07/29 00:00:00.000;2024/05/30 00:00:00.000;2024/06/29 00:00:00.000;13,46;20,0;16,15;8,07;149,5;Payée     ;CLI00138  ;GAZ_0045            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001867         ;CTR000162      ;2024/06/29 00:00:00.000;2024/07/29 00:00:00.000;2024/05/30 00:00:00.000;2024/06/29 00:00:00.000;16,67;20,0;20,0;10,0;185,27;En retard ;CLI00004  ;GAZ_0093            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001044         ;CTR000091      ;2024/06/30 00:00:00.000;2024/07/30 00:00:00.000;2024/05/31 00:00:00.000;2024/06/30 00:00:00.000;65,63;20,0;78,76;39,38;437,52;En attente;CLI00081  ;ELEC_0031           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001532         ;CTR000132      ;2024/07/01 00:00:00.000;2024/07/31 00:00:00.000;2024/06/01 00:00:00.000;2024/07/01 00:00:00.000;52,09;20,0;62,51;31,25;347,26;Payée     ;CLI00026  ;ELEC_0118           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001461         ;CTR000126      ;2024/07/02 00:00:00.000;2024/08/01 00:00:00.000;2024/06/02 00:00:00.000;2024/07/02 00:00:00.000;9,51;20,0;11,41;5,71;105,7;Payée     ;CLI00199  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000679         ;CTR000060      ;2024/07/03 00:00:00.000;2024/08/02 00:00:00.000;2024/06/03 00:00:00.000;2024/07/03 00:00:00.000;173,52;20,0;208,22;104,11;1156,81;Payée     ;CLI00022  ;ELEC_0028           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001905         ;CTR000165      ;2024/07/03 00:00:00.000;2024/08/02 00:00:00.000;2024/06/03 00:00:00.000;2024/07/03 00:00:00.000;20,96;20,0;25,15;12,58;232,93;Payée     ;CLI00151  ;GAZ_0018            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002033         ;CTR000176      ;2024/07/04 00:00:00.000;2024/08/03 00:00:00.000;2024/06/04 00:00:00.000;2024/07/04 00:00:00.000;20,08;20,0;24,1;12,05;223,13;En attente;CLI00182  ;GAZ_0036            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002042         ;CTR000177      ;2024/07/04 00:00:00.000;2024/08/03 00:00:00.000;2024/06/04 00:00:00.000;2024/07/04 00:00:00.000;394,63;20,0;473,56;236,78;93,96;En attente;CLI00089  ;EAU_0134            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000125         ;CTR000011      ;2024/07/05 00:00:00.000;2024/08/04 00:00:00.000;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;382,37;20,0;458,84;229,42;91,04;En attente;CLI00072  ;EAU_0140            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000317         ;CTR000028      ;2024/07/05 00:00:00.000;2024/08/04 00:00:00.000;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;39,74;20,0;47,69;23,84;441,55;En attente;CLI00028  ;GAZ_0024            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000824         ;CTR000072      ;2024/07/05 00:00:00.000;2024/08/04 00:00:00.000;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;106,55;20,0;127,86;63,93;25,37;En attente;CLI00185  ;EAU_0116            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001546         ;CTR000133      ;2024/07/05 00:00:00.000;2024/08/04 00:00:00.000;2024/06/05 00:00:00.000;2024/07/05 00:00:00.000;298,12;20,0;357,74;178,87;70,98;Payée     ;CLI00041  ;EAU_0113            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000309         ;CTR000027      ;2024/07/06 00:00:00.000;2024/08/05 00:00:00.000;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;233,47;20,0;280,16;140,08;1556,47;Payée     ;CLI00163  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000349         ;CTR000031      ;2024/07/06 00:00:00.000;2024/08/05 00:00:00.000;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;17,93;20,0;21,52;10,76;199,27;Payée     ;CLI00048  ;GAZ_0111            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001802         ;CTR000155      ;2024/07/06 00:00:00.000;2024/08/05 00:00:00.000;2024/06/06 00:00:00.000;2024/07/06 00:00:00.000;216,78;20,0;260,14;130,07;1445,21;En attente;CLI00166  ;ELEC_0022           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000587         ;CTR000051      ;2024/07/07 00:00:00.000;2024/08/06 00:00:00.000;2024/06/07 00:00:00.000;2024/07/07 00:00:00.000;129,95;20,0;155,94;77,97;30,94;En retard ;CLI00140  ;EAU_0047            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001073         ;CTR000093      ;2024/07/07 00:00:00.000;2024/08/06 00:00:00.000;2024/06/07 00:00:00.000;2024/07/07 00:00:00.000;411,52;20,0;493,82;246,91;97,98;En attente;CLI00037  ;EAU_0131            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000672         ;CTR000059      ;2024/07/08 00:00:00.000;2024/08/07 00:00:00.000;2024/06/08 00:00:00.000;2024/07/08 00:00:00.000;11,4;20,0;13,68;6,84;126,64;Payée     ;CLI00093  ;GAZ_0138            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000770         ;CTR000067      ;2024/07/08 00:00:00.000;2024/08/07 00:00:00.000;2024/06/08 00:00:00.000;2024/07/08 00:00:00.000;-181,31;20,0;217,57;108,79;1208,75;Payée     ;CLI00007  ;ELEC_0124           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000997         ;CTR000087      ;2024/07/10 00:00:00.000;2024/08/09 00:00:00.000;2024/06/10 00:00:00.000;2024/07/10 00:00:00.000;8,0;20,0;9,6;4,8;88,91;En attente;CLI00164  ;GAZ_0081            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
